	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
5519	1.0	True	0.9838	True	0.5762	True	0.822	Non-substrate	0.8949	Non-inhibitor	0.7097	Non-inhibitor	0.9272	Non-inhibitor	0.8035	Non-substrate	0.8842	Non-substrate	0.7388	Non-substrate	0.7259	Non-inhibitor	0.731	Non-inhibitor	0.9424	Non-inhibitor	0.6647	Non-inhibitor	0.9161	Non-inhibitor	0.8006	Low CYP Inhibitory Promiscuity	0.8233	Non AMES toxic	0.7591	Non-carcinogens	0.9522	Not ready biodegradable	0.996	Weak inhibitor	0.9069	Non-inhibitor	DB07759
5520	0.7513	False	0.7035	True	0.6763	False	0.561	Substrate	0.8609	Non-inhibitor	0.9865	Non-inhibitor	0.7175	Non-inhibitor	0.7034	Non-substrate	0.821	Non-substrate	0.5869	Non-substrate	0.7188	Non-inhibitor	0.7875	Non-inhibitor	0.901	Non-inhibitor	0.7861	Non-inhibitor	0.9586	Non-inhibitor	0.9241	Low CYP Inhibitory Promiscuity	0.5075	AMES toxic	0.8742	Non-carcinogens	0.9226	Not ready biodegradable	0.9568	Weak inhibitor	0.8289	Non-inhibitor	DB07760
5521	0.8404	True	0.5973	True	0.5233	True	0.686	Substrate	0.6029	Non-inhibitor	0.9207	Inhibitor	0.7848	Non-inhibitor	0.8242	Non-substrate	0.7824	Non-substrate	0.5201	Substrate	0.5085	Non-inhibitor	0.7862	Non-inhibitor	0.6151	Inhibitor	0.5626	Non-inhibitor	0.6863	Non-inhibitor	0.7241	High CYP Inhibitory Promiscuity	0.6329	Non AMES toxic	0.8637	Non-carcinogens	1.0	Not ready biodegradable	0.9285	Weak inhibitor	0.7274	Inhibitor	DB07761
5522	0.5123	True	0.7626	True	0.593	False	0.5491	Non-substrate	0.9248	Non-inhibitor	0.9869	Non-inhibitor	0.9787	Non-inhibitor	0.8217	Non-substrate	0.8536	Non-substrate	0.7007	Non-substrate	0.8631	Non-inhibitor	0.8166	Non-inhibitor	0.9272	Non-inhibitor	0.7852	Non-inhibitor	0.8669	Non-inhibitor	0.9588	Low CYP Inhibitory Promiscuity	0.8719	Non AMES toxic	0.6998	Non-carcinogens	0.9378	Not ready biodegradable	0.9958	Weak inhibitor	0.979	Non-inhibitor	DB07762
5523	1.0	True	0.9645	True	0.5	True	0.8105	Non-substrate	0.6948	Non-inhibitor	0.9048	Non-inhibitor	0.9544	Non-inhibitor	0.7319	Non-substrate	0.8607	Non-substrate	0.5191	Substrate	0.5914	Non-inhibitor	0.666	Inhibitor	0.8863	Non-inhibitor	0.7246	Inhibitor	0.6949	Non-inhibitor	0.6947	High CYP Inhibitory Promiscuity	0.6645	Non AMES toxic	0.7115	Non-carcinogens	1.0	Not ready biodegradable	0.9887	Weak inhibitor	0.8408	Non-inhibitor	DB07763
5524	0.982	True	0.7005	True	0.6877	True	0.5483	Non-substrate	0.9351	Non-inhibitor	0.8655	Non-inhibitor	0.9089	Non-inhibitor	0.7882	Non-substrate	0.9148	Non-substrate	0.7064	Non-substrate	0.6792	Non-inhibitor	0.9232	Inhibitor	0.9547	Non-inhibitor	0.5893	Non-inhibitor	0.8173	Non-inhibitor	0.6095	Low CYP Inhibitory Promiscuity	0.9928	Non AMES toxic	0.9273	Non-carcinogens	0.7785	Not ready biodegradable	0.9687	Weak inhibitor	0.9311	Non-inhibitor	DB07764
5525	0.9807	True	0.7827	True	0.7154	False	0.7924	Substrate	0.6371	Inhibitor	0.5478	Non-inhibitor	0.6772	Non-inhibitor	0.9139	Non-substrate	0.8033	Non-substrate	0.5612	Substrate	0.8328	Non-inhibitor	0.6364	Non-inhibitor	0.8695	Non-inhibitor	0.6771	Non-inhibitor	0.9179	Non-inhibitor	0.7001	Low CYP Inhibitory Promiscuity	0.6824	Non AMES toxic	0.9228	Non-carcinogens	0.9528	Not ready biodegradable	0.8706	Weak inhibitor	0.7693	Inhibitor	DB07765
5526	0.9755	True	0.5067	True	0.6587	False	0.832	Substrate	0.6489	Non-inhibitor	0.7355	Non-inhibitor	0.7829	Non-inhibitor	0.8099	Non-substrate	0.8056	Non-substrate	0.6113	Substrate	0.6031	Non-inhibitor	0.7374	Non-inhibitor	0.8613	Non-inhibitor	0.6465	Non-inhibitor	0.5	Inhibitor	0.5922	Low CYP Inhibitory Promiscuity	0.5131	AMES toxic	0.8424	Non-carcinogens	0.9935	Not ready biodegradable	0.9698	Weak inhibitor	0.6512	Inhibitor	DB07766
5527	0.9614	True	0.5305	False	0.7183	True	0.5662	Non-substrate	0.9018	Non-inhibitor	0.8895	Non-inhibitor	0.9086	Non-inhibitor	0.7464	Non-substrate	0.8922	Non-substrate	0.6289	Non-substrate	0.7513	Non-inhibitor	0.5793	Non-inhibitor	0.9588	Non-inhibitor	0.6276	Non-inhibitor	0.924	Non-inhibitor	0.7745	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9076	Non-carcinogens	0.7554	Ready biodegradable	0.9754	Weak inhibitor	0.9575	Non-inhibitor	DB07767
5528	1.0	True	0.973	True	0.8984	True	0.6498	Substrate	0.5489	Inhibitor	0.8923	Non-inhibitor	0.7324	Non-inhibitor	0.8167	Non-substrate	0.9116	Non-substrate	0.7739	Substrate	0.9005	Non-inhibitor	0.95	Non-inhibitor	0.9452	Non-inhibitor	0.6668	Non-inhibitor	0.8812	Non-inhibitor	0.8683	Low CYP Inhibitory Promiscuity	0.9382	Non AMES toxic	0.9483	Non-carcinogens	0.9174	Not ready biodegradable	0.8938	Weak inhibitor	0.7163	Non-inhibitor	DB07768
5529	0.9381	True	0.5752	False	0.5863	False	0.5434	Substrate	0.5067	Inhibitor	0.8812	Non-inhibitor	0.9601	Non-inhibitor	0.7895	Non-substrate	0.8274	Non-substrate	0.5543	Substrate	0.5237	Inhibitor	0.5196	Non-inhibitor	0.7976	Non-inhibitor	0.5234	Inhibitor	0.678	Non-inhibitor	0.6551	High CYP Inhibitory Promiscuity	0.6008	Non AMES toxic	0.6627	Non-carcinogens	1.0	Not ready biodegradable	0.9607	Weak inhibitor	0.7387	Non-inhibitor	DB07769
5530	0.9706	True	0.645	False	0.5615	False	0.8303	Non-substrate	0.8605	Non-inhibitor	0.7434	Non-inhibitor	0.9392	Non-inhibitor	0.5062	Substrate	0.8049	Non-substrate	0.6929	Non-substrate	0.5544	Non-inhibitor	0.5615	Non-inhibitor	0.8886	Non-inhibitor	0.6012	Non-inhibitor	0.6684	Non-inhibitor	0.5356	High CYP Inhibitory Promiscuity	0.7787	Non AMES toxic	0.5946	Non-carcinogens	1.0	Not ready biodegradable	0.9893	Weak inhibitor	0.805	Non-inhibitor	DB07770
5531	0.5284	False	0.7356	True	0.6183	False	0.5447	Substrate	0.5675	Non-inhibitor	0.547	Non-inhibitor	0.9435	Non-inhibitor	0.8158	Non-substrate	0.8084	Non-substrate	0.5387	Substrate	0.7437	Non-inhibitor	0.761	Non-inhibitor	0.8729	Non-inhibitor	0.6844	Non-inhibitor	0.8292	Non-inhibitor	0.9413	Low CYP Inhibitory Promiscuity	0.5493	Non AMES toxic	0.6639	Non-carcinogens	0.5596	Not ready biodegradable	0.9482	Weak inhibitor	0.8457	Non-inhibitor	DB07771
5532	0.9696	True	0.5296	False	0.5954	False	0.7337	Non-substrate	0.7975	Non-inhibitor	0.8519	Non-inhibitor	0.9236	Non-inhibitor	0.5626	Non-substrate	0.8007	Non-substrate	0.5293	Non-substrate	0.6815	Non-inhibitor	0.5	Inhibitor	0.9057	Non-inhibitor	0.5454	Inhibitor	0.7912	Non-inhibitor	0.5201	High CYP Inhibitory Promiscuity	0.7036	Non AMES toxic	0.5219	Non-carcinogens	0.9967	Not ready biodegradable	0.9509	Weak inhibitor	0.7068	Non-inhibitor	DB07772
5533	0.8046	True	0.9853	True	0.6026	False	0.7047	Non-substrate	0.928	Non-inhibitor	0.9729	Non-inhibitor	0.8114	Non-inhibitor	0.8255	Non-substrate	0.7902	Non-substrate	0.5773	Non-substrate	0.6382	Non-inhibitor	0.7367	Non-inhibitor	0.8867	Non-inhibitor	0.6844	Non-inhibitor	0.9253	Non-inhibitor	0.7111	Low CYP Inhibitory Promiscuity	0.6437	Non AMES toxic	0.9087	Non-carcinogens	0.991	Not ready biodegradable	0.8632	Weak inhibitor	0.7366	Non-inhibitor	DB07773
5534	0.9922	True	0.8297	True	0.515	True	0.5227	Substrate	0.8535	Non-inhibitor	0.8492	Non-inhibitor	0.8654	Non-inhibitor	0.7946	Non-substrate	0.8899	Non-substrate	0.6473	Non-substrate	0.7972	Inhibitor	0.7517	Inhibitor	0.8062	Non-inhibitor	0.5101	Non-inhibitor	0.7984	Inhibitor	0.9573	High CYP Inhibitory Promiscuity	0.6725	AMES toxic	0.9342	Non-carcinogens	0.9873	Not ready biodegradable	0.9486	Weak inhibitor	0.8521	Non-inhibitor	DB07775
5535	1.0	True	0.9641	True	0.8868	True	0.6558	Non-substrate	0.7379	Non-inhibitor	0.5145	Non-inhibitor	0.837	Non-inhibitor	0.809	Non-substrate	0.9124	Non-substrate	0.7084	Non-substrate	0.9644	Inhibitor	0.5201	Non-inhibitor	0.9372	Non-inhibitor	0.8993	Inhibitor	0.6321	Inhibitor	0.5396	High CYP Inhibitory Promiscuity	0.731	Non AMES toxic	0.9114	Non-carcinogens	0.7247	Not ready biodegradable	0.8858	Weak inhibitor	0.935	Non-inhibitor	DB07776
5536	1.0	True	0.9458	True	0.5439	False	0.7923	Non-substrate	0.6046	Non-inhibitor	0.6839	Non-inhibitor	0.9511	Non-inhibitor	0.7088	Non-substrate	0.8609	Non-substrate	0.5421	Substrate	0.8363	Non-inhibitor	0.5759	Inhibitor	0.8903	Non-inhibitor	0.5304	Non-inhibitor	0.6906	Non-inhibitor	0.6547	High CYP Inhibitory Promiscuity	0.5395	Non AMES toxic	0.7751	Non-carcinogens	0.9972	Not ready biodegradable	0.9732	Weak inhibitor	0.8941	Non-inhibitor	DB07778
5537	0.9797	True	0.9181	True	0.6822	False	0.5981	Substrate	0.7772	Inhibitor	0.7569	Non-inhibitor	0.5205	Inhibitor	0.8905	Non-substrate	0.7705	Non-substrate	0.5659	Non-substrate	0.7235	Non-inhibitor	0.6081	Non-inhibitor	0.6215	Inhibitor	0.5	Non-inhibitor	0.6845	Inhibitor	0.7761	High CYP Inhibitory Promiscuity	0.7357	Non AMES toxic	0.8124	Non-carcinogens	0.9963	Not ready biodegradable	0.9393	Weak inhibitor	0.9044	Inhibitor	DB07779
5538	0.681	False	0.7921	True	0.5967	False	0.5257	Substrate	0.8021	Non-inhibitor	0.6218	Non-inhibitor	0.9235	Non-inhibitor	0.8276	Non-substrate	0.828	Non-substrate	0.5088	Non-substrate	0.8244	Non-inhibitor	0.7835	Non-inhibitor	0.8795	Non-inhibitor	0.7799	Non-inhibitor	0.8565	Non-inhibitor	0.8918	Low CYP Inhibitory Promiscuity	0.7621	Non AMES toxic	0.6	Non-carcinogens	0.6376	Ready biodegradable	0.7452	Weak inhibitor	0.8614	Non-inhibitor	DB07780
5539	0.9842	True	0.8232	True	0.5325	False	0.5316	Substrate	0.5992	Inhibitor	0.6229	Non-inhibitor	0.5627	Non-inhibitor	0.7419	Non-substrate	0.7557	Non-substrate	0.582	Non-substrate	0.8343	Inhibitor	0.532	Inhibitor	0.6707	Non-inhibitor	0.7257	Inhibitor	0.6208	Non-inhibitor	0.8335	High CYP Inhibitory Promiscuity	0.6199	Non AMES toxic	0.8967	Non-carcinogens	1.0	Not ready biodegradable	0.6435	Weak inhibitor	0.5869	Inhibitor	DB07781
5540	0.8481	False	0.9193	True	0.5982	False	0.8085	Non-substrate	0.9161	Non-inhibitor	0.9802	Non-inhibitor	0.9326	Non-inhibitor	0.8471	Non-substrate	0.8339	Non-substrate	0.7544	Non-substrate	0.6696	Non-inhibitor	0.8781	Non-inhibitor	0.8604	Non-inhibitor	0.7724	Non-inhibitor	0.7587	Non-inhibitor	0.9742	Low CYP Inhibitory Promiscuity	0.6097	Non AMES toxic	0.8391	Non-carcinogens	0.9946	Not ready biodegradable	0.9764	Weak inhibitor	0.8915	Non-inhibitor	DB07782
5541	0.9608	True	0.7661	True	0.8362	False	0.6218	Substrate	0.8296	Non-inhibitor	0.703	Non-inhibitor	0.7335	Non-inhibitor	0.8113	Non-substrate	0.7604	Non-substrate	0.6386	Non-substrate	0.8528	Non-inhibitor	0.7015	Non-inhibitor	0.8712	Non-inhibitor	0.713	Non-inhibitor	0.5688	Non-inhibitor	0.6645	Low CYP Inhibitory Promiscuity	0.5569	Non AMES toxic	0.8638	Non-carcinogens	0.9464	Not ready biodegradable	0.9599	Weak inhibitor	0.6527	Inhibitor	DB07783
5542	0.989	True	0.8506	True	0.6616	False	0.5617	Substrate	0.5092	Inhibitor	0.6834	Inhibitor	0.8785	Non-inhibitor	0.7291	Non-substrate	0.8535	Non-substrate	0.6146	Substrate	0.8834	Non-inhibitor	0.826	Non-inhibitor	0.8953	Non-inhibitor	0.7232	Non-inhibitor	0.7241	Non-inhibitor	0.8084	Low CYP Inhibitory Promiscuity	0.6911	Non AMES toxic	0.8856	Non-carcinogens	1.0	Not ready biodegradable	0.9856	Weak inhibitor	0.6358	Non-inhibitor	DB07784
5543	0.9902	True	0.6866	True	0.7409	False	0.6559	Substrate	0.8881	Non-inhibitor	0.535	Non-inhibitor	0.5192	Non-inhibitor	0.725	Non-substrate	0.7506	Non-substrate	0.5814	Substrate	0.6329	Non-inhibitor	0.7153	Non-inhibitor	0.7358	Non-inhibitor	0.5119	Inhibitor	0.5458	Non-inhibitor	0.7989	High CYP Inhibitory Promiscuity	0.5992	Non AMES toxic	0.941	Non-carcinogens	0.9666	Not ready biodegradable	0.9757	Weak inhibitor	0.5717	Non-inhibitor	DB07785
5544	1.0	True	0.6143	True	0.6801	False	0.5728	Substrate	0.8649	Non-inhibitor	0.8321	Inhibitor	0.7063	Non-inhibitor	0.7332	Non-substrate	0.8055	Non-substrate	0.5476	Substrate	0.5323	Non-inhibitor	0.5662	Inhibitor	0.7439	Non-inhibitor	0.6101	Inhibitor	0.7642	Inhibitor	0.8702	High CYP Inhibitory Promiscuity	0.665	Non AMES toxic	0.8389	Non-carcinogens	0.997	Not ready biodegradable	0.9836	Weak inhibitor	0.5838	Inhibitor	DB07786
5545	1.0	True	0.9592	True	0.6321	False	0.6897	Substrate	0.9215	Inhibitor	0.7236	Non-inhibitor	0.5998	Inhibitor	0.8451	Non-substrate	0.7643	Non-substrate	0.561	Substrate	0.7138	Non-inhibitor	0.5804	Inhibitor	0.7729	Non-inhibitor	0.5323	Inhibitor	0.6406	Inhibitor	0.7194	High CYP Inhibitory Promiscuity	0.6379	Non AMES toxic	0.9196	Non-carcinogens	0.9905	Not ready biodegradable	0.6674	Strong inhibitor	0.7595	Inhibitor	DB07787
5546	0.9408	True	0.7072	False	0.5676	False	0.7018	Substrate	0.7143	Non-inhibitor	0.9384	Non-inhibitor	0.9655	Non-inhibitor	0.8318	Non-substrate	0.8731	Non-substrate	0.5717	Non-substrate	0.7269	Non-inhibitor	0.9444	Non-inhibitor	0.9243	Non-inhibitor	0.9238	Non-inhibitor	0.8181	Non-inhibitor	0.9803	Low CYP Inhibitory Promiscuity	0.5418	AMES toxic	0.9594	Non-carcinogens	0.5766	Ready biodegradable	0.979	Weak inhibitor	0.9259	Non-inhibitor	DB07788
5547	0.9649	True	0.7773	True	0.611	False	0.5227	Substrate	0.6782	Non-inhibitor	0.8697	Non-inhibitor	0.7569	Non-inhibitor	0.7516	Non-substrate	0.8064	Non-substrate	0.5221	Non-substrate	0.5139	Non-inhibitor	0.5287	Non-inhibitor	0.8518	Non-inhibitor	0.5404	Non-inhibitor	0.8119	Non-inhibitor	0.5183	High CYP Inhibitory Promiscuity	0.5	Non AMES toxic	0.8309	Non-carcinogens	1.0	Not ready biodegradable	0.9271	Weak inhibitor	0.5123	Non-inhibitor	DB07789
5548	1.0	True	0.7345	True	0.7	False	0.6492	Substrate	0.6157	Inhibitor	0.5919	Inhibitor	0.7444	Non-inhibitor	0.6928	Non-substrate	0.7301	Non-substrate	0.5727	Substrate	0.5861	Non-inhibitor	0.5317	Non-inhibitor	0.8591	Non-inhibitor	0.6367	Non-inhibitor	0.689	Inhibitor	0.7371	High CYP Inhibitory Promiscuity	0.6428	Non AMES toxic	0.7038	Non-carcinogens	0.9956	Not ready biodegradable	0.8238	Weak inhibitor	0.5927	Inhibitor	DB07790
5549	0.9971	True	0.8613	True	0.5532	False	0.7436	Non-substrate	0.7284	Non-inhibitor	0.6629	Non-inhibitor	0.7357	Non-inhibitor	0.6967	Non-substrate	0.7949	Non-substrate	0.5792	Non-substrate	0.7039	Non-inhibitor	0.6438	Non-inhibitor	0.8358	Non-inhibitor	0.7816	Non-inhibitor	0.7324	Inhibitor	0.6553	High CYP Inhibitory Promiscuity	0.6862	Non AMES toxic	0.8445	Non-carcinogens	1.0	Not ready biodegradable	0.9257	Weak inhibitor	0.588	Non-inhibitor	DB07791
5550	0.8133	False	0.6114	False	0.6843	False	0.731	Substrate	0.7516	Non-inhibitor	0.8817	Non-inhibitor	0.7663	Non-inhibitor	0.7843	Non-substrate	0.8595	Non-substrate	0.5106	Non-substrate	0.6302	Non-inhibitor	0.5795	Inhibitor	0.7453	Non-inhibitor	0.5251	Inhibitor	0.5658	Non-inhibitor	0.6565	High CYP Inhibitory Promiscuity	0.743	Non AMES toxic	0.8465	Non-carcinogens	1.0	Not ready biodegradable	0.9352	Weak inhibitor	0.6662	Inhibitor	DB07792
5551	0.8121	True	0.8331	True	0.5852	False	0.7847	Substrate	0.5	Inhibitor	0.7765	Non-inhibitor	0.5772	Non-inhibitor	0.8409	Non-substrate	0.8196	Non-substrate	0.6211	Substrate	0.5	Non-inhibitor	0.5451	Inhibitor	0.7977	Non-inhibitor	0.6494	Inhibitor	0.871	Inhibitor	0.9007	High CYP Inhibitory Promiscuity	0.6141	Non AMES toxic	0.8343	Non-carcinogens	1.0	Not ready biodegradable	0.9701	Weak inhibitor	0.6052	Non-inhibitor	DB07793
5552	0.9778	True	0.8951	True	0.6686	True	0.6984	Non-substrate	0.8825	Non-inhibitor	0.9248	Non-inhibitor	0.8558	Non-inhibitor	0.8379	Non-substrate	0.8909	Non-substrate	0.6405	Non-substrate	0.9048	Inhibitor	0.8489	Non-inhibitor	0.9385	Non-inhibitor	0.7332	Inhibitor	0.6967	Non-inhibitor	0.8864	High CYP Inhibitory Promiscuity	0.7505	Non AMES toxic	0.8201	Non-carcinogens	1.0	Not ready biodegradable	0.9462	Weak inhibitor	0.6371	Non-inhibitor	DB07794
5553	0.9833	True	0.5116	True	0.8367	False	0.551	Substrate	0.9018	Non-inhibitor	0.8259	Non-inhibitor	0.9242	Non-inhibitor	0.8088	Non-substrate	0.911	Non-substrate	0.663	Non-substrate	0.9249	Inhibitor	0.8949	Inhibitor	0.923	Non-inhibitor	0.6965	Non-inhibitor	0.7054	Non-inhibitor	0.5409	Low CYP Inhibitory Promiscuity	0.5905	Non AMES toxic	0.939	Non-carcinogens	0.8902	Not ready biodegradable	0.9774	Weak inhibitor	0.8374	Non-inhibitor	DB07795
5554	0.9413	True	0.9856	True	0.6451	False	0.5902	Substrate	0.8185	Non-inhibitor	0.6295	Inhibitor	0.6316	Inhibitor	0.8119	Non-substrate	0.7634	Non-substrate	0.5423	Non-substrate	0.6827	Non-inhibitor	0.7348	Non-inhibitor	0.7132	Non-inhibitor	0.5261	Non-inhibitor	0.9042	Non-inhibitor	0.7649	Low CYP Inhibitory Promiscuity	0.5677	Non AMES toxic	0.8515	Non-carcinogens	1.0	Not ready biodegradable	0.9675	Weak inhibitor	0.7109	Inhibitor	DB07796
5555	0.9932	True	0.8912	True	0.5218	False	0.5633	Substrate	0.5074	Inhibitor	0.7669	Non-inhibitor	0.5445	Non-inhibitor	0.6936	Non-substrate	0.7528	Non-substrate	0.5486	Non-substrate	0.8396	Inhibitor	0.5241	Inhibitor	0.6664	Non-inhibitor	0.7603	Inhibitor	0.6919	Non-inhibitor	0.8636	High CYP Inhibitory Promiscuity	0.6216	Non AMES toxic	0.8797	Non-carcinogens	1.0	Not ready biodegradable	0.5772	Weak inhibitor	0.5509	Inhibitor	DB07797
5556	0.9954	True	0.9475	True	0.6284	False	0.5253	Substrate	0.5896	Non-inhibitor	0.5512	Inhibitor	0.6496	Non-inhibitor	0.7528	Non-substrate	0.8031	Non-substrate	0.6041	Non-substrate	0.6883	Inhibitor	0.5898	Non-inhibitor	0.5514	Inhibitor	0.7583	Inhibitor	0.5109	Non-inhibitor	0.8266	High CYP Inhibitory Promiscuity	0.6574	Non AMES toxic	0.8349	Non-carcinogens	1.0	Not ready biodegradable	0.8343	Weak inhibitor	0.5269	Inhibitor	DB07798
5557	0.9525	True	0.5054	False	0.6881	False	0.8636	Non-substrate	0.8162	Non-inhibitor	0.6956	Non-inhibitor	0.907	Non-inhibitor	0.5626	Non-substrate	0.8413	Non-substrate	0.6417	Non-substrate	0.7689	Non-inhibitor	0.5103	Inhibitor	0.864	Non-inhibitor	0.7262	Non-inhibitor	0.648	Non-inhibitor	0.5387	High CYP Inhibitory Promiscuity	0.8323	Non AMES toxic	0.7344	Non-carcinogens	0.9842	Not ready biodegradable	0.9823	Weak inhibitor	0.7644	Non-inhibitor	DB07800
5558	0.9966	True	0.915	True	0.6133	False	0.8048	Substrate	0.6389	Inhibitor	0.7524	Non-inhibitor	0.6776	Non-inhibitor	0.8218	Non-substrate	0.7667	Non-substrate	0.5231	Non-substrate	0.574	Inhibitor	0.5965	Non-inhibitor	0.8771	Non-inhibitor	0.6025	Non-inhibitor	0.6455	Non-inhibitor	0.5957	Low CYP Inhibitory Promiscuity	0.7056	Non AMES toxic	0.887	Non-carcinogens	0.9774	Not ready biodegradable	0.8927	Weak inhibitor	0.5994	Inhibitor	DB07801
5559	0.9922	True	0.8794	True	0.8567	True	0.5415	Non-substrate	0.8719	Non-inhibitor	0.9303	Non-inhibitor	0.8837	Non-inhibitor	0.7505	Non-substrate	0.9009	Non-substrate	0.691	Non-substrate	0.6278	Inhibitor	0.7328	Inhibitor	0.9273	Non-inhibitor	0.8422	Non-inhibitor	0.7941	Non-inhibitor	0.7559	Low CYP Inhibitory Promiscuity	0.893	Non AMES toxic	0.9186	Non-carcinogens	0.9718	Not ready biodegradable	0.9367	Weak inhibitor	0.9558	Non-inhibitor	DB07802
5560	0.9944	True	0.8807	True	0.6253	False	0.7545	Non-substrate	0.9861	Non-inhibitor	0.9347	Non-inhibitor	0.931	Non-inhibitor	0.7823	Non-substrate	0.8568	Non-substrate	0.8608	Non-substrate	0.5331	Inhibitor	0.9118	Non-inhibitor	0.9577	Non-inhibitor	0.5179	Non-inhibitor	0.8951	Non-inhibitor	0.9272	Low CYP Inhibitory Promiscuity	0.7841	Non AMES toxic	0.8963	Non-carcinogens	0.7045	Not ready biodegradable	0.9881	Weak inhibitor	0.9498	Non-inhibitor	DB07803
5561	0.9637	True	0.8022	False	0.6774	False	0.6449	Substrate	0.6008	Non-inhibitor	0.9232	Non-inhibitor	0.8496	Non-inhibitor	0.6362	Non-substrate	0.7885	Non-substrate	0.5507	Substrate	0.8067	Non-inhibitor	0.6131	Non-inhibitor	0.8501	Non-inhibitor	0.6502	Non-inhibitor	0.765	Non-inhibitor	0.5888	Low CYP Inhibitory Promiscuity	0.5876	Non AMES toxic	0.6984	Non-carcinogens	0.6267	Not ready biodegradable	0.8857	Weak inhibitor	0.6628	Inhibitor	DB07804
5562	1.0	True	0.9983	True	0.6852	True	0.8128	Non-substrate	0.9005	Non-inhibitor	0.8585	Non-inhibitor	0.9025	Non-inhibitor	0.8005	Non-substrate	0.7892	Non-substrate	0.6076	Substrate	0.6278	Inhibitor	0.5	Inhibitor	0.755	Non-inhibitor	0.6251	Inhibitor	0.7511	Non-inhibitor	0.5093	Low CYP Inhibitory Promiscuity	0.8237	Non AMES toxic	0.6012	Non-carcinogens	0.986	Not ready biodegradable	0.9897	Weak inhibitor	0.8347	Non-inhibitor	DB07805
5563	0.7917	False	0.9316	False	0.7569	False	0.7247	Substrate	0.7901	Non-inhibitor	0.9901	Non-inhibitor	0.9219	Non-inhibitor	0.7098	Non-substrate	0.7891	Non-substrate	0.507	Substrate	0.7811	Non-inhibitor	0.745	Non-inhibitor	0.9085	Non-inhibitor	0.7177	Non-inhibitor	0.6009	Non-inhibitor	0.5595	High CYP Inhibitory Promiscuity	0.853	Non AMES toxic	0.7975	Non-carcinogens	0.9927	Not ready biodegradable	0.9991	Weak inhibitor	0.7959	Non-inhibitor	DB07806
5564	0.839	True	0.7808	False	0.6648	False	0.7506	Substrate	0.6539	Inhibitor	0.6029	Inhibitor	0.5174	Non-inhibitor	0.8205	Non-substrate	0.8218	Non-substrate	0.6154	Non-substrate	0.9073	Non-inhibitor	0.8355	Non-inhibitor	0.8117	Non-inhibitor	0.9326	Non-inhibitor	0.9343	Non-inhibitor	0.9866	Low CYP Inhibitory Promiscuity	0.7681	Non AMES toxic	0.9519	Non-carcinogens	0.7683	Not ready biodegradable	0.6436	Strong inhibitor	0.5683	Inhibitor	DB07807
5565	0.8818	True	0.9858	True	0.5636	True	0.8323	Non-substrate	0.9498	Non-inhibitor	0.9907	Non-inhibitor	0.9581	Non-inhibitor	0.812	Non-substrate	0.88	Non-substrate	0.6865	Non-substrate	0.7624	Non-inhibitor	0.8343	Non-inhibitor	0.9245	Non-inhibitor	0.8581	Non-inhibitor	0.9499	Non-inhibitor	0.9666	Low CYP Inhibitory Promiscuity	0.8253	Non AMES toxic	0.7695	Non-carcinogens	0.9501	Not ready biodegradable	0.9973	Weak inhibitor	0.9474	Non-inhibitor	DB07808
5566	0.96	True	0.9571	True	0.5874	False	0.5084	Substrate	0.9364	Non-inhibitor	0.5799	Inhibitor	0.5059	Non-inhibitor	0.7424	Non-substrate	0.7432	Non-substrate	0.7375	Non-substrate	0.5868	Non-inhibitor	0.9511	Non-inhibitor	0.6472	Non-inhibitor	0.8029	Non-inhibitor	0.7547	Non-inhibitor	0.6764	Low CYP Inhibitory Promiscuity	0.5	Non AMES toxic	0.7613	Non-carcinogens	0.9877	Not ready biodegradable	0.952	Weak inhibitor	0.7249	Non-inhibitor	DB07809
5567	0.8742	True	0.699	True	0.8866	True	0.5748	Non-substrate	0.9427	Non-inhibitor	0.8578	Non-inhibitor	0.8001	Non-inhibitor	0.7142	Non-substrate	0.8806	Non-substrate	0.5785	Non-substrate	0.9108	Inhibitor	0.8948	Inhibitor	0.7867	Non-inhibitor	0.8993	Inhibitor	0.7961	Inhibitor	0.7172	High CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9099	Non-carcinogens	0.6501	Not ready biodegradable	0.8407	Weak inhibitor	0.8737	Non-inhibitor	DB07810
